Program ID,Program Name,Short Name,Degree,Faculty,Department,Category,Mode,Duration,Years,Semesters,Credits,Eligibility,Minimum Percentage,Required Stream,Admission Type,Entrance Required,Entrance Exam,Semester Fee,Annual Fee,Registration Fee,Hostel Fee,Hostel Included,Security Fee,Total Fee,Seats,Career Opportunities,Description,Approvals,Status,Scholarships,International Eligibility
81,Auxiliary Nurse Midwife (ANM),N/A,ANM,Faculty of Nursing Sciences,Nursing,Science; Any,Direct Entry,2 Years (Annual),N/A,N/A,N/A,"1) The minimum age for admission shall be 17 Year on or before 31st December of the year in which admission is sought.; 2) Angawadi, Asha workers and Trained Dias for admission to ANM course in Government Multipurpose Health Worker Training Schools/ANM schools shall be relaxed from 35 Year to 42 Year.; 3) The minimum educational requirements shall be the passing of 12 Year of schooling (10+2 year course) recognized by CBSE/ICSE/SSSCE/HSCE or a recognized equivalent examination.; 4) Admission is subject to satisfactory medical examination report.; 5) Admission for ANM is restricted only for female candidates.",40,Science; Any,Direct Entry,N/A,None,12000,N/A,5500,N/A,N/A,N/A,24000,N/A,ANM Nurse; Primary Health Centre Staff; Government Hospital Nurse; Community Health Worker,"Two-year ANM program for female candidates. Covers primary healthcare, midwifery, maternal and child health.",N/A,N/A,N/A,N/A
82,General Nurse Midwife (GNM),N/A,GNM,Faculty of Nursing Sciences,Nursing,Science; Any,Direct Entry,3 Years (Annual),N/A,N/A,N/A,"1) 10+2 with English and must have obtained a minimum of 40% at the qualifying examination and English individually from any recognized board. Candidates are also eligible from State Open School recognized by State Government and National Institute of Open School (NIOS) recognized by Central Government. However Science is preferable. Three (core elective) subject marks may be taken for calculating the percentage of marks excluding the marks in English. Also, it has to be ensured the candidate has pass marks in English.; 2) 10+2 with English having 40% of marks in vocational ANM course from the school recognized by Indian Nursing Council. 10+2 with English having 40% of marks in Vocational Stream Health care Science from a recognized CBSE board/State/Centre. Registered ANM with pass marks. For foreign nationals The entry qualification equivalency i.e., 12th standard will be obtained by Association of Indian Universities, New Delhi. Institution and SNRC will be responsible to ensure that the qualification and eligibility will be equivalent to what has been prescribed by the Council.; Reservation Policy; - For disabled candidates: 3% Disability reservation to be considered with a disability of locomotor to the tune of 40% to 50% of the lower extremity and other eligibility criteria with regard to age and qualification will be same as prescribed for each nursing program.; - Note: A committee to be formed consisting of medical officer authorized by medical board of State government and a nursing expert in the panel which may decide whether the candidates have the disability of locomotor of 40% to 50%.; - 5% of total marks is relaxed for SC/ST candidates. Any other reservation as per the State Government. 10% supernumerary seats for foreign students shall be reserved. However, supernumerary seats will be 25% of total seats granted under Section 13 & 14 of INC Act, 1947 for the institutions which have parent hospital of 300 beds or more. This supernumerary quota of foreign students will not be filled by any other quota/general seats.; Note:- Reservations shall be applicable within the sanctioned number of the seats by INC and not prescribed by the Council.; Admission of students shall be once in a year.; - Students shall be medically fit.; - Minimum age for admission will be 17 Year. (as on 31st December of that year).; - NOTE- Admission/Examination body is Punjab Nurses Registration Council, Mohali",40,Science; Any,Direct Entry,N/A,None,54000,N/A,5500,N/A,N/A,N/A,162000,N/A,Staff Nurse; Government Hospital Nurse; Community Health Nurse; ICU Nurse,"Three-year GNM nursing program covering medical-surgical nursing, community health, midwifery and paediatrics.",N/A,N/A,N/A,N/A
83,B.Sc. Nursing,N/A,B.Sc. (Nursing),Faculty of Nursing Sciences,Nursing,Science,Entrance Required,4 Year / 8 Sems,N/A,8,N/A,"- The minimum age for admission shall be 17 Year on 31st December of the year in which admission is sought.; Minimum Educational Qualification; - Candidate with Science who have passed the qualifying 12th Standard examination (10+2) and must have obtained a minimum of 45% marks in Physics, Chemistry and Biology taken together and passed in English individually.; - Candidates are also eligible from State Open School recognized by State Government and National Institute of Open School (NIOS) recognized by Central Government having Science subjects and English only.; - English is a compulsory subject in 10+2 for being eligible for admission to B.Sc. (Nursing).; * Colour blind candidates are eligible provided that colour corrective contact lens and spectacles are worn by such candidates.; * Candidate shall be medically fit.; * Married candidates are also eligible for admission.; * Students shall be admitted once in a year.; * Selection of candidates should be based on the merit of the entrance examination. Entrance test** shall comprise of:; - Aptitude for Nursing 20 marks; - Physics 20 marks; - Chemistry 20 marks; - Biology 20 marks; - English 20 marks; Minimum qualifying marks for entrance test shall be 50% marks.; **Entrance test shall be conducted by University/State Government.; Reservation Policy:; Reservation of seats in for admission in Nursing; Colleges for SC/ST/OBC/EWSs/PH; Admission under the reserved quota shall be subject to reservation policy and eligibility criteria for SC/ST/OBC/EWSs prescribed by the Central Govt./State Govt./Union Territory as applicable to the College concerned.; In respect of candidates belonging to SC/ST/OВС the marks obtained in 3 core subjects shall be 40% instead of 45% for General category candidates.; Reservation for disability; - 5% Disability reservation to be considered for disabled candidates with a disability of loco-motor to the tune of 40% to 50% of the lower extremity and other eligibility criteria with regard to qualification will be same as prescribed for General category candidates. The upper age limit shall be relaxed by 5 Year for disabled candidates.; Note: A committee to be formed consisting of medical officer authorized by medical board of State government and a nursing expert in the panel which may decide whether the candidates have the disability of loco-motor to the tune of 40% to 50%.; Note:; - Reservations shall be applicable within the sanctioned number of the seats.; - The start of the semester shall be 1st August every year.; - No admission after the cut-off date i.e. 30th September will be undertaken. Further Hall Tickets/Admit Card shall not be issued to the candidates who are admitted after 30th September.; - The responsibility of obtaining and verifying the requisite documents for admission lies with the Institution and University.; Foreign Nationals:; - The entry qualification equivalency i.e., 12th standard will be obtained by Association of Indian Universities, New Delhi. Institution, SNRC and University will be responsible to ensure that the qualification and eligibility will be equivalent to what has been prescribed by the Council.",45,Science,Entrance Required,N/A,University Level,99000,N/A,5500,N/A,N/A,N/A,N/A,N/A,Staff Nurse; ICU/CCU Nurse; Hospital Administrator; Community Nurse; Nurse Educator,"Four-year professional nursing degree covering medical-surgical, paediatric, psychiatric, obstetric and community nursing.",N/A,N/A,N/A,N/A
84,Post Basic B.Sc. Nursing,N/A,B.Sc. (Post Basic),Faculty of Nursing Sciences,Nursing,Science,Direct Entry,2 Years (Annual),N/A,N/A,N/A,"* Passed the Higher Secondary or Senior Secondary or Intermediate or 10+2 or an equivalent examination recognized by the university for this purpose. Those who have done 10+1 in or before 1986, will be eligible for admission.; * Obtained a certificate in General Nursing and Midwifery and registered as R.N.R.M. with the State Nurses Registration Council. A male nurse, trained before the implementation of the new integrated course besides being registered as a nurse with State Nurses Registration Council, shall produce evidence of training approved by Indian Nursing Council for a similar duration in lieu of midwifery in any one of the following areas:; - O.T. Techniques; - Ophthalmic Nursing; - Leprosy Nursing; - TB Nursing; - Psychiatric Nursing; - Neurological and Neuro surgical; Nursing Community Health Nursing; - Cancer Nursing; - Orthopedic Nursing; * Colour blind candidates are eligible provided that colour corrective contact lens and spectacles are worn by such candidates; * Candidate shall be medically fit.; * Married candidates are also eligible for admission.; * Students shall be admitted once in a year.; * Reservation Policy -; Reservation of seats in for admission in Nursing Colleges for SC/ST/OBC/EWSs/PH; Admission under the reserved quota shall be subject to reservation policy and eligibility criteria for SC/ST/OBC/EWSs prescribed by the Central Govt./State Govt./Union Territory as applicable to the College concerned. In respect of candidates belonging to SC/ST/OBC the marks obtained in 3 core subjects shall be 40% instead of 45% for General category candidates.; * Reservation for disability; 5% Disability reservation to be considered for disabled candidates with a disability of locоmotor to the tune of 40% to 50% of the lower extremity and other eligibility criteria with regard to qualification will be same as prescribed for General category candidates. The upper age limit shall be relaxed by 5 Year for disabled candidates.; A committee to be formed consisting of medical officer authorized by medical board of State government and a nursing expert in the panel which may decide whether the candidates have the disability of loco-motor to the tune of 40% to 50%.; Note:; i. Reservations shall be applicable within the sanctioned number of the seats; ii. The start of the semester shall be 1st August every year.; iii. No admission after the cut-off date i.e. 30th September will be undertaken. Further Hall Tickets/Admit Card shall not be issued to the candidates who are admitted after 30th September.; *The responsibility of obtaining and verifying the requisite documents for admission lies with the Institution and University",40,Science,Direct Entry,N/A,None,48000,N/A,5500,N/A,N/A,N/A,96000,N/A,Senior Staff Nurse; Nursing Supervisor; Nurse Educator; Hospital Manager,Post-basic nursing degree for registered GNM nurses to upgrade to B.Sc. (Nursing) qualification.,N/A,N/A,N/A,N/A
8501,M.Sc. Nursing (Medical Surgical),N/A,M.Sc. (Nursing),Faculty of Nursing Sciences,Nursing,Science,Direct Entry,2 Years (Annual),N/A,N/A,N/A,* The candidate should be a Registered Nurse and Registered midwife or equivalent with any State Nursing Registration Council.; * The Minimum education requirements shall be the passing of: B.Sc. Nursing/B.Sc. Hons. Nursing/Post Basic B.Sc. Nursing with minimum of 55% aggregate marks.; * The candidate should have undergone in B.Sc. Nursing / B.Sc. Hons. Nursing / Post Basic B.Sc. Nursing.; *Minimum one year of work experience after Basic B.Sc. Nursing.; Minimum one year of work experience prior or after Post Basic B.Sc. Nursing,55,Science,Direct Entry,N/A,None,90000,N/A,5500,N/A,N/A,N/A,180000,N/A,Nursing Specialist; Nurse Educator; Nursing Superintendent; Clinical Nurse Specialist,Post-graduate nursing degree with specialization in Medical Surgical Nursing.,N/A,N/A,N/A,N/A
8502,M.Sc. Nursing (Obstetric & Gynaecological),N/A,M.Sc. (Nursing),Faculty of Nursing Sciences,Nursing,Science,Direct Entry,2 Years (Annual),N/A,N/A,N/A,* The candidate should be a Registered Nurse and Registered midwife or equivalent with any State Nursing Registration Council.; * The Minimum education requirements shall be the passing of: B.Sc. Nursing/B.Sc. Hons. Nursing/Post Basic B.Sc. Nursing with minimum of 55% aggregate marks.; * The candidate should have undergone in B.Sc. Nursing / B.Sc. Hons. Nursing / Post Basic B.Sc. Nursing.; *Minimum one year of work experience after Basic B.Sc. Nursing.; Minimum one year of work experience prior or after Post Basic B.Sc. Nursing,55,Science,Direct Entry,N/A,None,90000,N/A,5500,N/A,N/A,N/A,180000,N/A,Nursing Specialist; Nurse Educator; Nursing Superintendent; Clinical Nurse Specialist,Post-graduate nursing degree with specialization in Obstetric & Gynaecological Nursing.,N/A,N/A,N/A,N/A
8503,M.Sc. Nursing (Paediatric),N/A,M.Sc. (Nursing),Faculty of Nursing Sciences,Nursing,Science,Direct Entry,2 Years (Annual),N/A,N/A,N/A,* The candidate should be a Registered Nurse and Registered midwife or equivalent with any State Nursing Registration Council.; * The Minimum education requirements shall be the passing of: B.Sc. Nursing/B.Sc. Hons. Nursing/Post Basic B.Sc. Nursing with minimum of 55% aggregate marks.; * The candidate should have undergone in B.Sc. Nursing / B.Sc. Hons. Nursing / Post Basic B.Sc. Nursing.; *Minimum one year of work experience after Basic B.Sc. Nursing.; Minimum one year of work experience prior or after Post Basic B.Sc. Nursing,55,Science,Direct Entry,N/A,None,90000,N/A,5500,N/A,N/A,N/A,180000,N/A,Nursing Specialist; Nurse Educator; Nursing Superintendent; Clinical Nurse Specialist,Post-graduate nursing degree with specialization in Paediatric Nursing.,N/A,N/A,N/A,N/A
8504,M.Sc. Nursing (Mental Health),N/A,M.Sc. (Nursing),Faculty of Nursing Sciences,Nursing,Science,Direct Entry,2 Years (Annual),N/A,N/A,N/A,* The candidate should be a Registered Nurse and Registered midwife or equivalent with any State Nursing Registration Council.; * The Minimum education requirements shall be the passing of: B.Sc. Nursing/B.Sc. Hons. Nursing/Post Basic B.Sc. Nursing with minimum of 55% aggregate marks.; * The candidate should have undergone in B.Sc. Nursing / B.Sc. Hons. Nursing / Post Basic B.Sc. Nursing.; *Minimum one year of work experience after Basic B.Sc. Nursing.; Minimum one year of work experience prior or after Post Basic B.Sc. Nursing,55,Science,Direct Entry,N/A,None,90000,N/A,5500,N/A,N/A,N/A,180000,N/A,Nursing Specialist; Nurse Educator; Nursing Superintendent; Clinical Nurse Specialist,Post-graduate nursing degree with specialization in Mental Health Nursing.,N/A,N/A,N/A,N/A
8505,M.Sc. Nursing (Community Health),N/A,M.Sc. (Nursing),Faculty of Nursing Sciences,Nursing,Science,Direct Entry,2 Years (Annual),N/A,N/A,N/A,* The candidate should be a Registered Nurse and Registered midwife or equivalent with any State Nursing Registration Council.; * The Minimum education requirements shall be the passing of: B.Sc. Nursing/B.Sc. Hons. Nursing/Post Basic B.Sc. Nursing with minimum of 55% aggregate marks.; * The candidate should have undergone in B.Sc. Nursing / B.Sc. Hons. Nursing / Post Basic B.Sc. Nursing.; *Minimum one year of work experience after Basic B.Sc. Nursing.; Minimum one year of work experience prior or after Post Basic B.Sc. Nursing,55,Science,Direct Entry,N/A,None,90000,N/A,5500,N/A,N/A,N/A,180000,N/A,Nursing Specialist; Nurse Educator; Nursing Superintendent; Clinical Nurse Specialist,Post-graduate nursing degree with specialization in Community Health Nursing.,N/A,N/A,N/A,N/A
86,Diploma in Medical Radiology & Imaging Technology (DMRIT),N/A,Diploma,Faculty of Allied Health Sciences,Radiology & Imaging,Science,Direct Entry,2 Year + 6 Months Internship,N/A,N/A,N/A,"10+2 with Physics, Chemistry, Biology with 50% marks (45% for SC/ST candidates) and English or its equivalent from recognized Board.",45,Science,Direct Entry,N/A,None,N/A,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
87,Diploma in Medical Laboratory Sciences (DMLS),N/A,Diploma,Faculty of Allied Health Sciences,Medical Lab Sciences,Science,Direct Entry,2 Year + 6 Months Internship,N/A,N/A,N/A,"10+2 with Physics, Chemistry, Biology with 50% marks (45% for SC/ST candidates) and English or its equivalent from a recognized Board.",45,Science,Direct Entry,N/A,None,N/A,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
88,Diploma in Anaesthesia & Operation Theatre Technology (DAOT),N/A,Diploma,Faculty of Allied Health Sciences,OT Technology,Science,Direct Entry,2 Year + 6 Months Internship,N/A,N/A,N/A,"10+2 with Physics, Chemistry, Biology/Math with 50% marks (45% for SC/ST candidates) and English or its equivalent from a recognized Board.",45,Science,Direct Entry,N/A,None,38400,N/A,5500,N/A,N/A,N/A,76800,N/A,N/A,N/A,N/A,N/A,N/A,N/A
89,Diploma in Health Information Management (DHIM),N/A,Diploma,Faculty of Allied Health Sciences,Health Information,Science; Any,Direct Entry,2 Year + 6 Months Internship,N/A,N/A,N/A,Direct Entry: 10+2 (PCB/PCM) or its equivalent with 60% marks (55% for SC/ST) from a recognized board.,45,Science; Any,Direct Entry,N/A,None,38400,N/A,5500,N/A,N/A,N/A,76800,N/A,N/A,N/A,N/A,N/A,N/A,N/A
90,Diploma in Dialysis Technology (DDT),N/A,Diploma,Faculty of Allied Health Sciences,Dialysis Technology,Science,Direct Entry,2 Year + 6 Months Internship,N/A,N/A,N/A,"10+2 with Science from recognized Board, minimum 45% marks",45,Science,Direct Entry,N/A,None,38400,N/A,5500,N/A,N/A,N/A,76800,N/A,N/A,N/A,N/A,N/A,N/A,N/A
91,Bachelor of Dialysis Therapy Technology (BDTT),N/A,BDTT,Faculty of Allied Health Sciences,Dialysis Technology,Science,Direct Entry,3.5 Year + 6 Months Internship,N/A,N/A,N/A,"10+2 with Science (PCB/PCM) from recognized Board, minimum 45% marks",45,Science,Direct Entry,N/A,None,54000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
92,Bachelor in Psychology (Allied Health),N/A,B.Sc.,Faculty of Allied Health Sciences,Psychology,Science,Direct Entry,3 Year / 6 Sems,N/A,6,N/A,"10+2 with Science from recognized Board, minimum 45% marks",45,Science,Direct Entry,N/A,None,54000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
93,Bachelor of Nutrition & Dietetics (Hons.),N/A,B.Sc. (Hons.),Faculty of Allied Health Sciences,Nutrition & Dietetics,Science,Direct Entry,3.5 Year + 6 Months Internship,N/A,N/A,N/A,"10+2 with Science (PCB) from recognized Board, minimum 45% marks",45,Science,Direct Entry,N/A,None,54000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
94,Bachelor of Optometry,N/A,B.Optom.,Faculty of Allied Health Sciences,Optometry,Science,Direct Entry,4 + 1 Year Internship (9th & 10th Sem),N/A,10,N/A,Direct Entry: 10+2 (PCB/PCM) or its equivalent with 60% marks (55% for SC/ST) from a recognized board.; Lateral Entry: A candidate must have passed 2 years Diploma in Optometry after 10+2 OR 3 years Diploma in Optometry after 10th or its equivalent froma recognized University,45,Science,Direct Entry,N/A,None,57000,N/A,5500,N/A,N/A,N/A,N/A,N/A,Optometrist; Eye Clinic Professional; Contact Lens Specialist; Ophthalmology Support,"Five-year optometry program (including internship) covering refraction, ocular disease, contact lenses and low vision.",N/A,N/A,N/A,N/A
95,Bachelor of Medical Laboratory Sciences (BMLS),N/A,BMLS,Faculty of Allied Health Sciences,Medical Lab Sciences,Science,Direct Entry,3.5 Year + 6 Months Internship,N/A,N/A,N/A,Direct Entry: Candidate should have passed 10+2 with PCB or vocational course in MLS/MLT with 50% marks (45% for reserve category) in aggregate.; Lateral Entry: DMLT (3 years) after 10th or DMLT (2 years)/ Diploma in Lab Assistant/Attendant with 50% marks or its equivalent after 10+2 from a recognized Board/University OR Two year Diploma in Pharmacy with 50% marks after 10+2 (Medical) or its equivalent from a recognised Board/ University. (45% for ST/SC/OBС).,45,Science,Direct Entry,N/A,None,54000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
96,B.Sc. Health Information Management (BHIM),N/A,B.Sc.,Faculty of Allied Health Sciences,Health Information,Science; Any,Direct Entry,3 Year / 6 Sems,N/A,6,N/A,"Direct Entry: Pass in 12th class of 10 +2 of CBSE or equivalent with minimum aggregate of 55% marks in physics, chemistry and biology provided the candidate has passed in each subject separately. A candidate also must have passed in English (Core or selective or functional) as a subject of studies in the qualifying examination.; OR; Diploma in Health Information Management after Pass in 12th class of 10 +2 of CBSE or equivalent with minimum aggregate of 50% marks in physics chemistry and biology provided the candidate has passed in each subject separately. A candidate also must have passed in English (CORE or selective or functional) as a subject of studies in the qualifying examination.; OR; Candidates with two years diploma from a recognized Government Board in a subject for which the candidate desires to enroll, in the respective Allied Health Sciences program and shall have passed plus 12 [10+2] with Physics, Chemistry and Biology, as principal subjects or candidates with 3 years diploma from a recognized Government Board in a subject for which the candidate desires to enroll, in the respective Allied Health Sciences program & should have studied Physics, Biology and Chemistry as principal subjects during the tenure of the program.; Lateral Entry: Lateral entry to second year for allied health science program for candidates who have passed diploma program from the Government Boards and recognized by State/Central University, fulfilling the conditions specified and these students are eligible to take admission on lateral entry system only in the same subject studied at diploma level.",45,Science; Any,Direct Entry,N/A,None,54000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
97,Baccalaureate in Anaesthesia & Operation Theatre Technology (BAOTT),N/A,B.Sc.,Faculty of Allied Health Sciences,OT Technology,Science,Direct Entry,3 + 1 Year Internship,N/A,N/A,N/A,Direct Entry: 10+2 Medical (PCB) with 50% marks aggregate (45% for reserve categories) or its equivalent from a recognized board.; Lateral Entry: DOTT (3 years) after 10th or DOTT (2 years)/ Diploma in Anaesthesia (2 years) with 50% marks (45% for reserve categories) or its equivalent after 10+2 from a recognized Board/University from a recognised Board/ University.,45,Science,Direct Entry,N/A,None,54000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
98,Bachelor of Medical Radiology & Imaging Technology (BMRIT),N/A,BMRIT,Faculty of Allied Health Sciences,Radiology & Imaging,Science,Entrance Required,3 + 1 Year Internship,N/A,N/A,N/A,Direct Entry: 10+2 Medical (PCB) with 50% marks in aggregate (45% for reserve categories) or its equivalent from a recognized board.; Lateral Entry: DRIT (3 years) after 10th or DRIT (2 years)/ with 50% marks (45% for reserve categories) or its equivalent after 10+2 from a recognized Board/University from a recognised Board/ University.; Note: Preference will be given to NEET qualified candidates,45,Science,Entrance Required,N/A,NEET,54000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
99,Bachelor of Physiotherapy (BPT),N/A,BPT,Faculty of Allied Health Sciences,Physiotherapy,Science,Direct Entry,4 Year + 1 Year Internship,N/A,8,N/A,"Direct Entry: 10+2 with Physics, Chemistry, Biology with 50% marks (45% for reserve categories) and English or its equivalent from a recognized Board.; Lateral Entry: Diploma in Physiotherapy (2 years) after 10+2 with Physics, Chemistry, Biology with 50% marks (45% for reserve categories) and English or its equivalent from a recognized Board OR 3 years Diploma in Physiotherapy after 10th with 50% marks (45% for reserve categories) or equivalent from a recognised Board/Univ./ Council.; Note: Preference will be given to NEET qualified candidates",45,Science,Direct Entry,N/A,None,54000,N/A,5500,N/A,N/A,N/A,N/A,N/A,Physiotherapist; Sports Rehabilitation Specialist; Hospital Physiotherapist; Clinic Owner,"Four-year physiotherapy degree covering musculoskeletal, neurological, cardiopulmonary and sports rehabilitation.",N/A,N/A,N/A,N/A
100,M.Sc. Health Information Management (MSHIM),N/A,M.Sc.,Faculty of Allied Health Sciences,Health Information,Science; Any,Direct Entry,2 Year / 4 Sems,N/A,4,N/A,Direct Entry: Pass in any undergraduate program of 3 years duration or equivalent with minimum aggregate of 50% marks in any science group. A candidate also must have passed in English (CORE or selective or functional) as a subject of studies in the qualifying examination OR Any health science graduate with MBBS/ BAMS/ BHMS/BDS/Nursing/Allied Health Sciences or equivalent with minimum aggregate of 50% marks.; Lateral Entry: Lateral entry for BSc. HIM graduates with 50% of aggregate marks. They are eligible for lateral entry to second semester. They have to complete their internship of 6 months to be eligible for lateral entry,50,Science; Any,Direct Entry,N/A,None,63000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
101,Master of Optometry,N/A,M.Optom.,Faculty of Allied Health Sciences,Optometry,Science,Direct Entry,2 Year / 4 Sems,N/A,4,N/A,B. Optom. (Bachelor of Optometry) with 5.5 CGPA or 55 % marks (50% for reserve categories) from a recognized University.,50,Science,Direct Entry,N/A,None,67200,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
102,Master of Nutrition & Dietetics (Hons.),N/A,M.Sc.,Faculty of Allied Health Sciences,Nutrition & Dietetics,Science,Direct Entry,2 Year / 4 Sems,N/A,4,N/A,"Bachelor's in Nutrition/Dietetics or Food Science from recognized University, minimum 50% marks",50,Science,Direct Entry,N/A,None,63000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
103,Master of Anaesthesia & Operation Theatre Technology (MAOTT),N/A,M.Sc.,Faculty of Allied Health Sciences,OT Technology,Science,Direct Entry,2 Year / 4 Sems,N/A,4,N/A,B. Sc. (OTT)/ B.Sc. Anaethesia Technology with 50% marks (45% for reserve categories) from a recognized University.,50,Science,Direct Entry,N/A,None,63000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
104,Master of Medical Radiology & Imaging Technology (MMRIT),N/A,M.Sc.,Faculty of Allied Health Sciences,Radiology & Imaging,Science,Direct Entry,2 Year / 4 Sems,N/A,4,N/A,B.Sc. (Radiology and Imaging Technology) with 60% marks (55% for reserve categories) from a recognized University.,50,Science,Direct Entry,N/A,None,63000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
105,Master of Physiotherapy (MPT),N/A,MPT,Faculty of Allied Health Sciences,Physiotherapy,Science,Direct Entry,2 Year / 4 Sems,N/A,4,N/A,BPT (Bachelor of Physiotherapy) with 50% marks (45% for reserve categories) from a recognized University.,50,Science,Direct Entry,N/A,None,73200,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
106,Master of Medical Laboratory Science (MLS),N/A,M.Sc.,Faculty of Allied Health Sciences,Medical Lab Sciences,Science,Direct Entry,2 Year / 4 Sems,N/A,4,N/A,B.Sc. (MLT)/B.Sc. Medical Biochemistry with 55% marks (50% for reserve categories) from a recognized University.,50,Science,Direct Entry,N/A,None,63000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
107,MLS — Clinical Biochemistry,N/A,M.Sc.,Faculty of Allied Health Sciences,Medical Lab Sciences,Science,Direct Entry,2 Year / 4 Sems,N/A,4,N/A,Candidate should have passed Bachelor in Medical Laboratory Science (BMLS)/B.Sc. (MLT) with minimum percentage of marks: 55% (50% for reserve category) in aggregate.,50,Science,Direct Entry,N/A,None,N/A,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
108,MLS — Medical Microbiology,N/A,M.Sc.,Faculty of Allied Health Sciences,Medical Lab Sciences,Science,Direct Entry,2 Year / 4 Sems,N/A,4,N/A,Candidate should have passed Bachelor in Medical Laboratory Science (BMLS)/B.Sc. (MLT) with minimum percentage of marks: 55% (50% for reserve category) in aggregate.,50,Science,Direct Entry,N/A,None,63000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
109,M.Sc. Clinical Research & Pharmacovigilance (LEET),N/A,M.Sc.,Faculty of Allied Health Sciences,Clinical Research,Science,Direct Entry,2 Year / 4 Sems,N/A,4,N/A,"Bachelor's in Pharmacy/Life Sciences/Medical Science from recognized University, minimum 50% marks; Lateral Entry (LEET) available",50,Science,Direct Entry,N/A,None,78000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
110,M.Sc. Clinical Research & Pharmacovigilance,N/A,M.Sc.,Faculty of Allied Health Sciences,Clinical Research,Science,Direct Entry,2 Year / 4 Sems,N/A,4,N/A,"Bachelor's in Pharmacy/Life Sciences/Medical from recognized University, minimum 50% marks",50,Science,Direct Entry,N/A,None,72000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
111,Advance Diploma in Clinical Research & Pharmacovigilance (LEET),N/A,Advance Diploma,Faculty of Allied Health Sciences,Clinical Research,Science,Direct Entry,1 Year / 2 Sems,N/A,2,N/A,Bachelor's in Pharmacy/Life Sciences from recognized University; LEET (Lateral Entry) option available,45,Science,Direct Entry,N/A,None,78000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
112,Advance Diploma in Clinical Research & Pharmacovigilance,N/A,Advance Diploma,Faculty of Allied Health Sciences,Clinical Research,Science,Direct Entry,1 Year / 2 Sems,N/A,2,N/A,Bachelor's in Pharmacy/Life Sciences from recognized University,45,Science,Direct Entry,N/A,None,84000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
113,Diploma in Clinical Research & Pharmacovigilance,N/A,Diploma,Faculty of Allied Health Sciences,Clinical Research,Science,Direct Entry,6 Months,N/A,1,N/A,Bachelor's degree in relevant science field from recognized University,45,Science,Direct Entry,N/A,None,84000,N/A,5500,N/A,N/A,N/A,84000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
114,B.A. Journalism & Mass Communication,N/A,B.A.,Faculty of Performing Arts & Media,Journalism & Mass Communication,Any,Direct Entry,4 Year / 8 Sems,N/A,8,N/A,10+2 or its equivalent in any stream from a recognized board.,45,Any,Direct Entry,N/A,None,26400,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
115,M.A. Journalism & Mass Communication,N/A,M.A.,Faculty of Performing Arts & Media,Journalism & Mass Communication,Any,Direct Entry,2 Year / 4 Sems,N/A,4,N/A,Direct Entry: Bachelor degree in any discipline from any recognised university.; Lateral Entry: Post graduate diploma in Journalism and Mass Communication from any recognised university.,50,Any,Direct Entry,N/A,None,36000,N/A,5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
